CPU Name,No. Sockets,Cores,CPU Mark,Thread Mark,TDP (W),Power Performance,Category
Intel Core i9-12900HX,1,16,34059,"3,836",55.0,619.25,Laptop
Intel Core i9-12900K,1,16,41482,"4,163",241.0,172.12,Desktop
Intel Core i9-12900KF,1,16,41146,"4,164",241.0,170.73,Desktop
Intel Core i9-12900KS,1,16,44034,"4,346",150.0,293.56,Desktop
Intel Core i9-12900T,1,16,30056,"3,819",35.0,858.74,Desktop
Intel Core i9-12900TE,1,16,35057,"3,926",35.0,1001.63,Mobile/Embedded
Intel Core i9-12950HX,1,16,32344,"3,825",55.0,588.07,Laptop
Intel Core i9-13900,1,24,47303,"4,344",65.0,727.74,Desktop
Intel Core i9-13900E,1,24,34049,"3,592",65.0,523.83,Mobile/Embedded
Intel Core i9-13900F,1,24,51020,"4,432",65.0,784.92,Desktop
Intel Core i9-13900H,1,14,28855,"3,853",45.0,641.22,Laptop
Intel Core i9-13900HK,1,14,31569,"3,979",45.0,701.53,Laptop
Intel Core i9-13900HX,1,24,44293,"4,132",55.0,805.33,Laptop
Intel Core i9-13900K,1,24,59108,"4,623",125.0,472.86,Desktop
Intel Core i9-13900KF,1,24,58465,"4,616",125.0,467.72,Desktop
Intel Core i9-13900KS,1,24,61686,"4,752",150.0,411.24,Desktop
Intel Core i9-13900T,1,24,44437,"4,210",35.0,1269.63,Desktop
Intel Core i9-13900TE,1,24,15819,"2,209",35.0,451.97,Mobile/Embedded
Intel Core i9-13905H,1,14,30124,"3,686",45.0,669.42,Laptop
Intel Core i9-13950HX,1,24,43771,"4,031",55.0,795.84,Laptop
Intel Core i9-13980HX,1,24,47286,"4,305",55.0,859.75,Laptop
Intel Core i9-14900,1,24,47333,"4,534",65.0,728.2,Desktop
Intel Core i9-14900F,1,24,47839,"4,567",65.0,735.98,Desktop
Intel Core i9-14900HX,1,24,45884,"4,301",55.0,834.25,Laptop
Intel Core i9-14900K,1,24,60377,"4,744",125.0,483.02,Desktop
Intel Core i9-14900KF,1,24,59553,"4,705",125.0,476.42,Desktop
Intel Core i9-14900KS,1,24,62706,"4,865",150.0,418.04,Desktop
Intel Core i9-14900T,1,24,44248,"4,192",35.0,1264.23,Desktop
Intel Core i9-7900X @ 3.30GHz,1,10,21087,"2,558",140.0,150.62,Desktop
Intel Core i9-7920X @ 2.90GHz,1,12,23680,"2,508",140.0,169.14,Desktop
Intel Core i9-7940X @ 3.10GHz,1,14,26036,"2,487",165.0,157.79,Desktop
Intel Core i9-7960X @ 2.80GHz,1,16,28810,"2,498",165.0,174.61,Desktop
Intel Core i9-7980XE @ 2.60GHz,1,18,30108,"2,474",165.0,182.47,Desktop
Intel Core i9-8950HK @ 2.90GHz,1,6,10501,"2,438",45.0,233.36,Laptop
Intel Core i9-9820X @ 3.30GHz,1,10,20148,"2,456",165.0,122.11,Desktop
Intel Core i9-9880H @ 2.30GHz,1,8,13695,"2,491",45.0,304.33,Laptop
Intel Core i9-9900 @ 3.10GHz,1,8,16485,"2,832",65.0,253.62,Desktop
Intel Core i9-9900B @ 3.10GHz,1,8,9060,"2,018",65.0,139.38,Desktop
Intel Core i9-9900K @ 3.60GHz,1,8,18270,"2,929",95.0,192.32,Desktop
Intel Core i9-9900KF @ 3.60GHz,1,8,18262,"2,924",95.0,192.23,Desktop
Intel Core i9-9900KS @ 4.00GHz,1,8,19473,"3,036",127.0,153.33,Desktop
Intel Core i9-9900T @ 2.10GHz,1,8,13300,"2,458",35.0,380.0,Desktop
Intel Core i9-9900X @ 3.50GHz,1,10,21825,"2,560",165.0,132.27,Desktop
Intel Core i9-9920X @ 3.50GHz,1,12,25163,"2,639",165.0,152.5,Desktop
Intel Core i9-9940X @ 3.30GHz,1,14,27996,"2,627",165.0,169.67,Desktop
Intel Core i9-9960X @ 3.10GHz,1,16,30360,"2,608",165.0,184.0,Desktop
Intel Core i9-9980HK @ 2.40GHz,1,8,14129,"2,532",45.0,313.98,Laptop
Intel Core i9-9980XE @ 3.00GHz,1,18,31979,"2,560",165.0,193.81,Desktop
Intel Core i9-9990XE @ 4.00GHz,1,14,30162,"2,970",255.0,118.28,Desktop
Intel Core M-5Y10 @ 0.80GHz,1,2,1628,955,4.5,361.78,Laptop
Intel Core M-5Y10a @ 0.80GHz,1,2,1905,993,4.5,423.33,Laptop
Intel Core M-5Y10c @ 0.80GHz,1,2,1899,"1,121",4.5,422.0,Laptop
Intel Core M-5Y31 @ 0.90GHz,1,2,1899,"1,241",4.5,422.0,Laptop
Intel Core M-5Y51 @ 1.10GHz,1,2,1992,"1,297",4.5,442.67,Laptop
Intel Core M-5Y70 @ 1.10GHz,1,2,1823,"1,081",4.5,405.11,Laptop
Intel Core M-5Y71 @ 1.20GHz,1,2,2032,"1,281",4.5,451.56,Laptop
Intel Core m3-6Y30 @ 0.90GHz,1,2,2166,"1,170",4.5,481.33,Laptop
Intel Core m3-7Y30 @ 1.00GHz,1,2,2586,"1,409",4.5,574.67,Laptop
Intel Core m3-7Y32 @ 1.10GHz,1,2,2733,"1,628",4.5,607.33,Laptop
Intel Core m3-8100Y @ 1.10GHz,1,2,2874,"1,717",5.0,574.8,Laptop
Intel Core m5-6Y54 @ 1.10GHz,1,2,2265,"1,303",7.0,323.57,Laptop
Intel Core m5-6Y57 @ 1.10GHz,1,2,2352,"1,339",7.0,336.0,Laptop
Intel Core m7-6Y75 @ 1.20GHz,1,2,2326,"1,355",7.0,332.29,Laptop
Intel Core Solo T1300 @ 1.66GHz,1,1,210,518,27.0,7.78,Laptop
Intel Core Solo T1350 @ 1.86GHz,1,1,194,413,31.0,6.26,Laptop
Intel Core Solo T1400 @ 1.83GHz,1,1,253,525,27.0,9.37,Laptop
Intel Core Solo U1300 @ 1.06GHz,1,1,127,340,6.0,21.17,Laptop
Intel Core Solo U1400 @ 1.20GHz,1,1,130,365,5.5,23.64,Laptop
Intel Core Solo U1500 @ 1.33GHz,1,1,164,375,5.5,29.82,Laptop
Intel Core Ultra 5 125H,1,14,22397,"3,530",28.0,799.89,Laptop
Intel Core Ultra 5 125U,1,12,17794,"3,397",15.0,1186.27,Laptop
Intel Core Ultra 5 134U,1,12,11783,"2,929",30.0,392.77,"Laptop, Mobile/Embedded"
Intel Core Ultra 5 135H,1,14,23252,"3,569",28.0,830.43,Laptop
Intel Core Ultra 5 135U,1,12,17672,"3,362",28.0,631.14,Laptop
Intel Core Ultra 7 155H,1,16,25124,"3,541",28.0,897.29,Laptop
Intel Core Ultra 7 155U,1,12,16675,"3,438",15.0,1111.67,Laptop
Intel Core Ultra 7 164U,1,12,15106,"3,151",9.0,1678.44,Laptop
Intel Core Ultra 7 165H,1,16,26121,"3,491",28.0,932.89,Laptop
Intel Core Ultra 7 165U,1,12,17468,"3,380",15.0,1164.53,Laptop
Intel Core Ultra 9 185H,1,16,29409,"3,713",45.0,653.53,Laptop
Intel Core2 Duo E4300 @ 1.80GHz,1,2,593,662,65.0,9.12,Desktop
Intel Core2 Duo E4400 @ 2.00GHz,1,2,701,779,65.0,10.78,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,1,2,739,813,65.0,11.37,Desktop
Intel Core2 Duo E4600 @ 2.40GHz,1,2,867,926,65.0,13.34,Desktop
Intel Core2 Duo E4700 @ 2.60GHz,1,2,908,990,65.0,13.97,Desktop
Intel Core2 Duo E6300 @ 1.86GHz,1,2,634,690,65.0,9.75,Desktop
Intel Core2 Duo E6320 @ 1.86GHz,1,2,717,712,65.0,11.03,Desktop
Intel Core2 Duo E6400 @ 2.13GHz,1,2,780,825,65.0,12.0,Desktop
Intel Core2 Duo E6420 @ 2.13GHz,1,2,760,785,65.0,11.69,Desktop
Intel Core2 Duo E6540 @ 2.33GHz,1,2,808,969,65.0,12.43,Desktop
Intel Core2 Duo E6550 @ 2.33GHz,1,2,898,909,65.0,13.82,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,1,2,942,946,65.0,14.49,Desktop
Intel Core2 Duo E6700 @ 2.66GHz,1,2,990,"1,023",65.0,15.23,Desktop
Intel Core2 Duo E6750 @ 2.66GHz,1,2,1013,"1,028",65.0,15.58,Desktop
Intel Core2 Duo E6850 @ 3.00GHz,1,2,1130,"1,183",65.0,17.38,Desktop
Intel Core2 Duo E7200 @ 2.53GHz,1,2,996,"1,059",65.0,15.32,Desktop
Intel Core2 Duo E7300 @ 2.66GHz,1,2,942,"1,065",65.0,14.49,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,1,2,1027,"1,108",65.0,15.8,Desktop
Intel Core2 Duo E7500 @ 2.93GHz,1,2,1136,"1,206",65.0,17.48,Desktop
Intel Core2 Duo E7600 @ 3.06GHz,1,2,1165,"1,263",65.0,17.92,Desktop
Intel Core2 Duo E8200 @ 2.66GHz,1,2,1108,"1,144",65.0,17.05,Desktop
Intel Core2 Duo E8290 @ 2.83GHz,1,2,1408,"1,302",65.0,21.66,Desktop
Intel Core2 Duo E8300 @ 2.83GHz,1,2,997,"1,075",65.0,15.34,Desktop
Intel Core2 Duo E8400 @ 3.00GHz,1,2,1203,"1,237",65.0,18.51,Desktop
Intel Core2 Duo E8500 @ 3.16GHz,1,2,1268,"1,322",65.0,19.51,Desktop
Intel Core2 Duo E8600 @ 3.33GHz,1,2,1376,"1,401",65.0,21.17,Desktop
Intel Core2 Duo L7300 @ 1.40GHz,1,2,536,551,17.0,31.53,Laptop
Intel Core2 Duo L7400 @ 1.50GHz,1,2,516,555,17.0,30.35,Laptop
Intel Core2 Duo L7500 @ 1.60GHz,1,2,657,664,17.0,38.65,Laptop
Intel Core2 Duo L7700 @ 1.80GHz,1,2,607,748,17.0,35.71,Laptop
Intel Core2 Duo L9300 @ 1.60GHz,1,2,690,703,17.0,40.59,Laptop
Intel Core2 Duo L9600 @ 2.13GHz,1,2,788,849,17.0,46.35,Laptop
Intel Core2 Duo P7350 @ 2.00GHz,1,2,748,796,25.0,29.92,Laptop
Intel Core2 Duo P7370 @ 2.00GHz,1,2,790,793,25.0,31.6,Laptop
Intel Core2 Duo P7450 @ 2.13GHz,1,2,783,837,25.0,31.32,Laptop
Intel Core2 Duo P7550 @ 2.26GHz,1,2,856,969,25.0,34.24,Laptop
Intel Core2 Duo P7570 @ 2.26GHz,1,2,845,930,25.0,33.8,Laptop
Intel Core2 Duo P8400 @ 2.26GHz,1,2,850,921,25.0,34.0,Laptop
Intel Core2 Duo P8600 @ 2.40GHz,1,2,845,943,25.0,33.8,Laptop
Intel Core2 Duo P8700 @ 2.53GHz,1,2,961,"1,024",25.0,38.44,Laptop
Intel Core2 Duo P8800 @ 2.66GHz,1,2,937,"1,075",25.0,37.48,Laptop
Intel Core2 Duo P9500 @ 2.53GHz,1,2,993,"1,057",25.0,39.72,Laptop
Intel Core2 Duo P9600 @ 2.53GHz,1,2,1040,"1,082",25.0,41.6,Laptop
Intel Core2 Duo P9600 @ 2.66GHz,1,2,1088,"1,120",25.0,43.52,Laptop
Intel Core2 Duo P9700 @ 2.80GHz,1,2,1149,"1,157",28.0,41.04,Laptop
Intel Core2 Duo SL9400 @ 1.86GHz,1,2,759,786,17.0,44.65,Laptop
Intel Core2 Duo SP9400 @ 2.40GHz,1,2,863,929,25.0,34.52,Laptop
Intel Core2 Duo SU9400 @ 1.40GHz,1,2,503,583,10.0,50.3,Laptop
Intel Core2 Duo T5200 @ 1.60GHz,1,2,470,592,34.0,13.82,Laptop
Intel Core2 Duo T5250 @ 1.50GHz,1,2,549,567,35.0,15.69,Laptop
Intel Core2 Duo T5270 @ 1.40GHz,1,2,427,535,35.0,12.2,Laptop
Intel Core2 Duo T5300 @ 1.73GHz,1,2,530,533,34.0,15.59,Laptop
Intel Core2 Duo T5450 @ 1.66GHz,1,2,583,592,35.0,16.66,Laptop
Intel Core2 Duo T5470 @ 1.60GHz,1,2,590,636,35.0,16.86,Laptop
Intel Core2 Duo T5500 @ 1.66GHz,1,2,543,605,34.0,15.97,Laptop
Intel Core2 Duo T5550 @ 1.83GHz,1,2,637,680,35.0,18.2,Laptop
Intel Core2 Duo T5600 @ 1.83GHz,1,2,658,678,34.0,19.35,Laptop
Intel Core2 Duo T5670 @ 1.80GHz,1,2,587,664,35.0,16.77,Laptop
Intel Core2 Duo T5750 @ 2.00GHz,1,2,693,741,35.0,19.8,Laptop
Intel Core2 Duo T5800 @ 2.00GHz,1,2,628,725,35.0,17.94,Laptop
Intel Core2 Duo T5870 @ 2.00GHz,1,2,698,740,35.0,19.94,Laptop
Intel Core2 Duo T6400 @ 2.00GHz,1,2,726,796,35.0,20.74,Laptop
Intel Core2 Duo T6500 @ 2.10GHz,1,2,742,835,35.0,21.2,Laptop
Intel Core2 Duo T6570 @ 2.10GHz,1,2,758,843,35.0,21.66,Laptop
Intel Core2 Duo T6600 @ 2.20GHz,1,2,793,860,35.0,22.66,Laptop
Intel Core2 Duo T6670 @ 2.20GHz,1,2,818,881,35.0,23.37,Laptop
Intel Core2 Duo T7100 @ 1.80GHz,1,2,604,688,35.0,17.26,Laptop
Intel Core2 Duo T7200 @ 2.00GHz,1,2,738,743,34.0,21.71,Laptop
Intel Core2 Duo T7250 @ 2.00GHz,1,2,708,771,35.0,20.23,Laptop
Intel Core2 Duo T7300 @ 2.00GHz,1,2,680,762,35.0,19.43,Laptop
Intel Core2 Duo T7400 @ 2.16GHz,1,2,761,757,34.0,22.38,Laptop
Intel Core2 Duo T7500 @ 2.20GHz,1,2,828,863,35.0,23.66,Laptop
Intel Core2 Duo T7600 @ 2.33GHz,1,2,824,874,34.0,24.24,Laptop
Intel Core2 Duo T7700 @ 2.40GHz,1,2,948,969,35.0,27.09,Laptop
Intel Core2 Duo T7800 @ 2.60GHz,1,2,932,945,35.0,26.63,Laptop
Intel Core2 Duo T8100 @ 2.10GHz,1,2,768,832,35.0,21.94,Laptop
Intel Core2 Duo T8300 @ 2.40GHz,1,2,896,970,35.0,25.6,Laptop
Intel Core2 Duo T9300 @ 2.50GHz,1,2,979,"1,025",35.0,27.97,Laptop
Intel Core2 Duo T9400 @ 2.53GHz,1,2,1006,"1,045",35.0,28.74,Laptop
Intel Core2 Duo T9500 @ 2.60GHz,1,2,1046,"1,074",35.0,29.89,Laptop
Intel Core2 Duo T9550 @ 2.66GHz,1,2,972,"1,068",35.0,27.77,Laptop
Intel Core2 Duo T9600 @ 2.80GHz,1,2,1074,"1,120",35.0,30.69,Laptop
Intel Core2 Duo T9800 @ 2.93GHz,1,2,1216,"1,236",35.0,34.74,Laptop
Intel Core2 Duo T9900 @ 3.06GHz,1,2,1187,"1,183",35.0,33.91,Laptop
Intel Core2 Duo U7300 @ 1.30GHz,1,2,522,531,10.0,52.2,Laptop
Intel Core2 Duo U7500 @ 1.06GHz,1,2,392,393,10.0,39.2,Laptop
Intel Core2 Duo U7600 @ 1.20GHz,1,2,347,429,10.0,34.7,Laptop
Intel Core2 Duo U7700 @ 1.33GHz,1,2,429,442,10.0,42.9,Laptop
Intel Core2 Duo U9300 @ 1.20GHz,1,2,440,502,10.0,44.0,Laptop
Intel Core2 Duo U9600 @ 1.60GHz,1,2,577,659,10.0,57.7,Laptop
Intel Core2 Extreme Q6800 @ 2.93GHz,1,4,2145,"1,124",75.0,28.6,Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz,1,4,2304,"1,231",130.0,17.72,Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz,1,4,1966,"1,081",45.0,43.69,Desktop
Intel Core2 Extreme X6800 @ 2.93GHz,1,2,1095,"1,107",75.0,14.6,Desktop
Intel Core2 Extreme X7800 @ 2.60GHz,1,2,1138,"1,077",44.0,25.86,Laptop
Intel Core2 Extreme X7900 @ 2.80GHz,1,2,1104,"1,085",44.0,25.09,Laptop
Intel Core2 Extreme X9000 @ 2.80GHz,1,2,1099,"1,098",44.0,24.98,Laptop
Intel Core2 Extreme X9100 @ 3.06GHz,1,2,1171,"1,178",44.0,26.61,Laptop
Intel Core2 Extreme X9650 @ 3.00GHz,1,4,2404,"1,258",130.0,18.49,Desktop
Intel Core2 Extreme X9770 @ 3.20GHz,1,4,2689,"1,395",136.0,19.77,Desktop
Intel Core2 Extreme X9775 @ 3.20GHz,1,4,2780,"1,451",150.0,18.53,Desktop
Intel Core2 Quad Q6600 @ 2.40GHz,1,4,1816,951,105.0,17.3,Desktop
Intel Core2 Quad Q6700 @ 2.66GHz,1,4,2093,"1,077",105.0,19.93,Desktop
Intel Core2 Quad Q8200 @ 2.33GHz,1,4,1777,999,95.0,18.71,Desktop
Intel Core2 Quad Q8300 @ 2.50GHz,1,4,1891,"1,060",95.0,19.91,Desktop
Intel Core2 Quad Q8400 @ 2.66GHz,1,4,2068,"1,144",95.0,21.77,Desktop
Intel Core2 Quad Q9000 @ 2.00GHz,1,4,1575,881,45.0,35.0,Laptop
Intel Core2 Quad Q9100 @ 2.26GHz,1,4,1915,986,45.0,42.56,Laptop
Intel Core2 Quad Q9300 @ 2.50GHz,1,4,1984,"1,081",95.0,20.88,Desktop
Intel Core2 Quad Q9400 @ 2.66GHz,1,4,2129,"1,139",95.0,22.41,Desktop
Intel Core2 Quad Q9450 @ 2.66GHz,1,4,2189,"1,128",95.0,23.04,Desktop
Intel Core2 Quad Q9500 @ 2.83GHz,1,4,2224,"1,215",95.0,23.41,Desktop
Intel Core2 Quad Q9505 @ 2.83GHz,1,4,2156,"1,184",95.0,22.69,Desktop
Intel Core2 Quad Q9550 @ 2.83GHz,1,4,2346,"1,221",95.0,24.69,Desktop
Intel Core2 Quad Q9650 @ 3.00GHz,1,4,2470,"1,283",95.0,26.0,Desktop
Intel Core2 Solo U2100 @ 1.06GHz,1,1,233,258,5.5,42.36,Laptop
Intel Core2 Solo U3500 @ 1.40GHz,1,1,252,546,5.5,45.82,Laptop
Intel CoreT i5-1350P,1,12,19976,"3,636",28.0,713.43,Mobile/Embedded
Intel N100,1,4,5501,"1,948",6.0,916.83,Mobile/Embedded
Intel N200,1,4,5145,"1,917",6.0,857.5,Mobile/Embedded
Intel N50,1,2,2907,"1,790",6.0,484.5,Mobile/Embedded
Intel N95,1,4,5375,"1,934",15.0,358.33,"Laptop, Mobile/Embedded"
Intel N97,1,4,5819,"2,051",12.0,484.92,Mobile/Embedded
Intel Pentium 1403 @ 2.60GHz,1,2,1851,990,80.0,23.14,Server
Intel Pentium 1403 v2 @ 2.60GHz,1,2,2284,"1,391",80.0,28.55,Server
Intel Pentium 2020M @ 2.40GHz,1,2,1379,"1,268",35.0,39.4,Laptop
Intel Pentium 2030M @ 2.50GHz,1,2,1413,"1,222",35.0,40.37,Laptop
Intel Pentium 2117U @ 1.80GHz,1,2,1021,930,17.0,60.06,Laptop
Intel Pentium 2127U @ 1.90GHz,1,2,1064,969,17.0,62.59,Laptop
Intel Pentium 2129Y @ 1.10GHz,1,2,587,564,10.0,58.7,Laptop
Intel Pentium 3550M @ 2.30GHz,1,2,1330,"1,184",37.0,35.95,Laptop
Intel Pentium 3556U @ 1.70GHz,1,2,1058,951,15.0,70.53,Laptop
Intel Pentium 3558U @ 1.70GHz,1,2,1036,946,15.0,69.07,Laptop
Intel Pentium 3560M @ 2.40GHz,1,2,1345,"1,221",37.0,36.35,Laptop
Intel Pentium 3560Y @ 1.20GHz,1,2,849,700,11.5,73.83,Laptop
Intel Pentium 3805U @ 1.90GHz,1,2,1180,"1,099",15.0,78.67,Laptop
Intel Pentium 3825U @ 1.90GHz,1,2,1399,"1,103",15.0,93.27,Laptop
Intel Pentium 4 1.50GHz,1,1,86,228,57.8,1.49,Desktop
Intel Pentium 4 1.60GHz,1,1,84,225,38.0,2.21,Desktop
Intel Pentium 4 1.70GHz,1,1,86,254,64.0,1.34,Desktop
Intel Pentium 4 1.80GHz,1,1,115,318,68.1,1.69,Desktop
Intel Pentium 4 1.90GHz,1,1,104,292,69.2,1.5,Desktop
Intel Pentium 4 1300MHz,1,1,77,203,51.6,1.49,Desktop
Intel Pentium 4 1400MHz,1,1,83,180,54.7,1.52,Desktop
Intel Pentium 4 1500MHz,1,1,81,223,57.8,1.4,Desktop
Intel Pentium 4 1700MHz,1,1,100,266,64.0,1.56,Desktop
Intel Pentium 4 1800MHz,1,1,114,317,68.1,1.67,Desktop
Intel Pentium 4 2.00GHz,1,1,133,349,54.3,2.45,Desktop
Intel Pentium 4 2.20GHz,1,1,157,379,57.1,2.75,Desktop
Intel Pentium 4 2.26GHz,1,1,151,409,58.0,2.6,Desktop
Intel Pentium 4 2.40GHz,1,1,131,360,59.8,2.19,Desktop
Intel Pentium 4 2.50GHz,1,1,160,385,61.0,2.62,Desktop
Intel Pentium 4 2.53GHz,1,1,162,442,61.5,2.63,Desktop
Intel Pentium 4 2.60GHz,1,1,215,494,69.0,3.12,Desktop
Intel Pentium 4 2.66GHz,1,1,157,431,66.1,2.38,Desktop
Intel Pentium 4 2.80GHz,1,1,237,509,69.7,3.4,Desktop
Intel Pentium 4 3.00GHz,1,1,317,537,81.9,3.87,Desktop
Intel Pentium 4 3.06GHz,1,1,249,551,81.8,3.04,Desktop
Intel Pentium 4 3.20GHz,1,1,330,547,82.0,4.02,Desktop
Intel Pentium 4 3.40GHz,1,1,298,649,89.0,3.35,Desktop
Intel Pentium 4 3.46GHz,1,1,295,512,110.7,2.66,Desktop
Intel Pentium 4 3.60GHz,1,1,315,447,115.0,2.74,Desktop
Intel Pentium 4 3.73GHz,1,1,385,572,115.0,3.35,Desktop
Intel Pentium 4 3.80GHz,1,1,358,671,65.0,5.51,Desktop
Intel Pentium 4405U @ 2.10GHz,1,2,2117,"1,203",15.0,141.13,Laptop
Intel Pentium 4405Y @ 1.50GHz,1,2,1526,886,6.0,254.33,Laptop
Intel Pentium 4410Y @ 1.50GHz,1,2,1384,755,6.0,230.67,Laptop
Intel Pentium 4415U @ 2.30GHz,1,2,2232,"1,280",15.0,148.8,Laptop
Intel Pentium 4415Y @ 1.60GHz,1,2,1581,866,6.0,263.5,Laptop
Intel Pentium 4417U @ 2.30GHz,1,2,2245,"1,297",15.0,149.67,Laptop
Intel Pentium 4425Y @ 1.70GHz,1,2,1704,958,6.0,284.0,Laptop
Intel Pentium 5405U @ 2.30GHz,1,2,2257,"1,310",15.0,150.47,Laptop
Intel Pentium 6405U @ 2.40GHz,1,2,2356,"1,378",15.0,157.07,Laptop
Intel Pentium 6805 @ 1.10GHz,1,2,4424,"1,834",15.0,294.93,Laptop
Intel Pentium 957 @ 1.20GHz,1,2,622,574,17.0,36.59,Laptop
Intel Pentium 967 @ 1.30GHz,1,2,643,616,17.0,37.82,Laptop
Intel Pentium 987 @ 1.50GHz,1,2,657,625,17.0,38.65,Laptop
Intel Pentium 997 @ 1.60GHz,1,2,809,746,17.0,47.59,Desktop
Intel Pentium A1018 @ 2.10GHz,1,2,1210,"1,085",35.0,34.57,Laptop
Intel Pentium A1020 @ 2.41GHz,1,4,1249,726,10.0,124.9,Laptop
Intel Pentium B940 @ 2.00GHz,1,2,849,849,35.0,24.26,Laptop
Intel Pentium B950 @ 2.10GHz,1,2,998,941,35.0,28.51,Laptop
Intel Pentium B960 @ 2.20GHz,1,2,977,968,35.0,27.91,Laptop
Intel Pentium B970 @ 2.30GHz,1,2,1088,"1,031",35.0,31.09,Laptop
Intel Pentium B980 @ 2.40GHz,1,2,1082,"1,047",35.0,30.91,Laptop
Intel Pentium D 805 @ 2.66GHz,1,2,374,497,95.0,3.94,Desktop
Intel Pentium D 830 @ 3.00GHz,1,2,564,574,95.0,5.94,Desktop
Intel Pentium D 915 @ 2.80GHz,1,2,465,532,95.0,4.89,Desktop
Intel Pentium D 940 @ 3.20GHz,1,2,552,609,130.0,4.25,Desktop
Intel Pentium D 950 @ 3.40GHz,1,2,681,695,130.0,5.24,Desktop
Intel Pentium D 960 @ 3.60GHz,1,2,807,782,130.0,6.21,Desktop
Intel Pentium D1508 @ 2.20GHz,1,2,3240,"1,760",25.0,129.6,Server
Intel Pentium Dual T2390 @ 1.86GHz,1,2,745,712,35.0,21.29,Laptop
Intel Pentium E2140 @ 1.60GHz,1,2,539,599,65.0,8.29,Desktop
Intel Pentium E2160 @ 1.80GHz,1,2,643,680,65.0,9.89,Desktop
Intel Pentium E2180 @ 2.00GHz,1,2,683,736,65.0,10.51,Desktop
Intel Pentium E2200 @ 2.20GHz,1,2,730,819,65.0,11.23,Desktop
Intel Pentium E2210 @ 2.20GHz,1,2,702,946,65.0,10.8,Desktop
Intel Pentium E2220 @ 2.40GHz,1,2,842,915,65.0,12.95,Desktop
Intel Pentium E5200 @ 2.50GHz,1,2,931,"1,002",65.0,14.32,Desktop
Intel Pentium E5300 @ 2.60GHz,1,2,901,"1,013",65.0,13.86,Desktop
Intel Pentium E5400 @ 2.70GHz,1,2,977,"1,083",65.0,15.03,Desktop
Intel Pentium E5500 @ 2.80GHz,1,2,1037,"1,133",65.0,15.95,Desktop
Intel Pentium E5700 @ 3.00GHz,1,2,1084,"1,197",65.0,16.68,Desktop
Intel Pentium E5800 @ 3.20GHz,1,2,1165,"1,270",65.0,17.92,Desktop
Intel Pentium E6300 @ 2.80GHz,1,2,1032,"1,143",65.0,15.88,Desktop
Intel Pentium E6500 @ 2.93GHz,1,2,1172,"1,244",65.0,18.03,Desktop
Intel Pentium E6600 @ 3.06GHz,1,2,1121,"1,192",65.0,17.25,Desktop
Intel Pentium E6700 @ 3.20GHz,1,2,1182,"1,311",65.0,18.18,Desktop
Intel Pentium E6800 @ 3.33GHz,1,2,1164,"1,301",65.0,17.91,Desktop
Intel Pentium Extreme Edition 955 @ 3.46GHz,1,2,469,515,130.0,3.61,Desktop
Intel Pentium Extreme Edition 965 @ 3.73GHz,1,2,987,818,130.0,7.59,Desktop
Intel Pentium G2010 @ 2.80GHz,1,2,1599,"1,500",55.0,29.07,Desktop
Intel Pentium G2020 @ 2.90GHz,1,2,1686,"1,555",55.0,30.65,Desktop
Intel Pentium G2020T @ 2.50GHz,1,2,1430,"1,298",35.0,40.86,Desktop
Intel Pentium G2030 @ 3.00GHz,1,2,1747,"1,606",55.0,31.76,Desktop
Intel Pentium G2030T @ 2.60GHz,1,2,1581,"1,442",35.0,45.17,Desktop
Intel Pentium G2100T @ 2.60GHz,1,2,1691,"1,460",35.0,48.31,Desktop
Intel Pentium G2120 @ 3.10GHz,1,2,1892,"1,715",55.0,34.4,Desktop
Intel Pentium G2120T @ 2.70GHz,1,2,1613,"1,493",35.0,46.09,Desktop
Intel Pentium G2130 @ 3.20GHz,1,2,1926,"1,748",55.0,35.02,Desktop
Intel Pentium G2140 @ 3.30GHz,1,2,2092,"1,842",55.0,38.04,Desktop
Intel Pentium G3220 @ 3.00GHz,1,2,1894,"1,702",54.0,35.07,Desktop
Intel Pentium G3220T @ 2.60GHz,1,2,1609,"1,466",35.0,45.97,Desktop
Intel Pentium G3240 @ 3.10GHz,1,2,1940,"1,746",53.0,36.6,Desktop
Intel Pentium G3240T @ 2.70GHz,1,2,1630,"1,473",35.0,46.57,Desktop
Intel Pentium G3250 @ 3.20GHz,1,2,1986,"1,803",53.0,37.47,Desktop
Intel Pentium G3250T @ 2.80GHz,1,2,1809,"1,594",35.0,51.69,Desktop
Intel Pentium G3258 @ 3.20GHz,1,2,2076,"1,857",53.0,39.17,Desktop
Intel Pentium G3260 @ 3.30GHz,1,2,2092,"1,868",53.0,39.47,Desktop
Intel Pentium G3260T @ 2.90GHz,1,2,1837,"1,609",35.0,52.49,Desktop
Intel Pentium G3320TE @ 2.30GHz,1,2,1570,"1,312",35.0,44.86,Desktop
Intel Pentium G3420 @ 3.20GHz,1,2,1933,"1,753",54.0,35.8,Desktop
Intel Pentium G3420T @ 2.70GHz,1,2,1912,"1,570",35.0,54.63,Desktop
Intel Pentium G3430 @ 3.30GHz,1,2,2127,"1,912",54.0,39.39,Desktop
